uri,prefLabel,prefLabel_en,casNumber,ecNumber,altLabel,altLabel_en,comment,definition,broader,broadMatch,collections,exactMatch,narrowMatch,notation,pubchem,source,theme,topConceptOf,inScheme,belongsTo,validatiestatus
92062-09-4,,,92062-09-4,295-523-6,,"Slack wax (petroleum), hydrotreated|[A complex combination of hydrocarbons obtained by treating slack wax with hydrogen in the presence of a catalyst. It consists predominantly of saturated straight and branched chain hydrocarbons having carbon numbers pr",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-10-7,,,92062-10-7,295-524-1,,"Slack wax (petroleum), low-melting|[A complex combination of hydrocarbons obtained from a petroleum fraction by solvent deparaffination. It consists predominantly of saturated straight and branched chain hydrocarbons having carbon numbers predominantly gr",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-11-8,,,92062-11-8,295-525-7,,"Slack wax (petroleum), low-melting, hydrotreated|[A complex combination of hydrocarbons obtained by treatment of low-melting petroleum slack wax with hydrogen in the presence of a catalyst. It consists predominantly of saturated straight and branched chai",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-15-2,,,92062-15-2,295-529-9,,"Solvent naphtha (petroleum), hydrotreated light naphthenic|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained by treating a petroleum fraction with hydrogen in the presence of a catalyst. It consists predominantly ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-20-9,,,92062-20-9,295-535-1,,"Tar, coal, high-temp., distn. and storage residues|Coal Tar Solids Residue|[Coke- and ash-containing solid residues that separate on distillation and thermal treatment of bituminous coal high temperature tar in distillation installations and storage vesse",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-22-1,,,92062-22-1,295-536-7,,"Tar acids, brown-coal gasification|Crude Phenols|[A complex combination of organic compounds obtained from brown coal gasification. Composed primarily of C<sub>6-10</sub> hydroxy aromatic phenols and their homologs.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-26-5,,,92062-26-5,295-540-9,,"Tar acids, cresylic|Distillate Phenols|[A complex combination of organic compounds obtained from brown coal and boiling in the range of approximately 200°C to 230°C (392°F to 446°F). It contains chiefly phenols and pyridine bases.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-27-6,,,92062-27-6,295-541-4,,"Tar bases, coal, aniline fraction|Distillate Bases|[The distillation fraction boiling in the range of approximately 180 °C to 200 °C (356 °F to 392 °F) from the crude bases obtained by dephenolating and debasing the carbolated oil from the distillation of",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-28-7,,,92062-28-7,295-543-5,,"Tar bases, coal, collidine fraction|Distillate Bases|[The distillation fraction boiling in the range of approximately 181 °C to 186 °C (356 °F to 367 °F) from the crude bases obtained from the neutralized, acid-extracted base-containing tar fractions obta",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-29-8,,,92062-29-8,295-544-0,,"Tar bases, coal, distn. residues|Distillate Bases|[The distillation residue remaining after the distillation of the neutralized, acid-extracted base-containing tar fractions obtained by the distillation of coal tars. It contains chiefly aniline, collidin",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-33-4,,,92062-33-4,295-548-2,,"Tar bases, coal, picoline fraction|Distillate Bases|[Pyridine bases boiling in the range of approximately 125°C to 160°C (257°F 320°F) obtained by distillation of neutralized acid extract of the base-containing tar fraction obtained by the distillation of",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-34-5,,,92062-34-5,295-549-8,,"Waste solids, coal-tar pitch coking|Coal Tar Solids Residue|[The combination of wastes formed by the coking of bituminous coal tar pitch. It consists predominantly of carbon.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92062-36-7,,,92062-36-7,295-551-9,,"Aromatic hydrocarbons, C<sub>9-12</sub>, benzene distn.|Light Oil Redistillate, high boiling",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92128-94-4,,,92128-94-4,295-794-0,,"Hydrocarbons, C<sub>8-12</sub>, catalytic-cracking, chem. neutralized|Low boiling point cat-cracked naphtha|[A complex combination of hydrocarbons produced by the distillation of a cut from the catalytic cracking process, having undergone an alkaline wash",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92129-09-4,,,92129-09-4,295-810-6,,"Paraffin oils (petroleum), solvent-refined dewaxed heavy|Baseoil - unspecified|[A complex combination of hydrocarbons obtained from sulfur-containing paraffinic crude oil. It consists predominantly of a solvent refined deparaffinated lubricating oil with ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92129-57-2,,,92129-57-2,295-859-3,,"slimes and sludges, copper electrolytic refining, decopperised, nickel sulfate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92200-92-5,,,92200-92-5,295-918-3,,"Lead, C4-10-fatty acid octanoate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92200-97-0,,,92200-97-0,295-924-6,,"Mercury, reaction products with stibnite (Sb2S3)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92200-98-1,,,92200-98-1,295-925-1,,"Nickel, C5-23-branched carboxylate naphthenate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92200-99-2,,,92200-99-2,295-926-7,,"Nickel, C5-25-branched carboxylate naphthenate octanoate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92201-59-7,,,92201-59-7,295-990-6,,"Distillates (petroleum), intermediate catalytic cracked, thermally degraded|Heavy Fuel oil|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process which has been used as a heat transfer fluid. It c",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92201-60-0,,,92201-60-0,295-991-1,,"Distillates (petroleum), light catalytic cracked, thermally degraded|Cracked gasoil|[A complex combination of hydrocarbons produced by the distillation of products from a catalytic cracking process which has been used as a heat transfer fluid. It consists",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92201-97-3,,,92201-97-3,296-028-8,,"Naphtha (petroleum), light heat-soaked, steam-cracked|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained by the fractionation of steam cracked naphtha after recovery from a heat soaking process. It consists predominan",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92257-06-2,,,92257-06-2,296-092-7,,"Fatty acids, C8-10-branched, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92257-11-9,,,92257-11-9,296-097-4,,"Leach residues, zinc refining flue dust, cadmium-thallium ppt.",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92278-94-9,,,92278-94-9,,,"Arsenous acid, titanium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92502-55-1,,,92502-55-1,296-343-0,,"Nickel, borate neodecanoate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92704-08-0,,,92704-08-0,296-437-1,,"Extracts (petroleum), heavy paraffinic distillate solvent, clay-treated|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons resulting from treatment of a petroleum fraction with natural or modified clay in either a contact or perc",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92704-12-6,,,92704-12-6,296-441-3,,"Fatty acids, C9-13-neo-, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92704-15-9,,,92704-15-9,296-445-5,,"Fatty acids, olive-oil, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92704-19-3,,,92704-19-3,296-449-7,,"Fatty acids, peanut-oil, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92704-24-0,,,92704-24-0,296-454-4,,"Fatty acids, rape-oil, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
92797-28-9,,,92797-28-9,296-564-2,,"Fatty acids, C14-18 and C18-unsatd., branched and linear, hydrogenated, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
928049-42-7,,,928049-42-7,,,"Dibenzo[k,n][1,4,7,10,13]tetraoxathiacyclopentadecinium, 19-[4-(1,1-dimethylethyl)phenyl]-6,7,9,10,12,13-hexahydro-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93062-53-4,,,93062-53-4,296-807-2,,"Phosphinic acid, bis(perfluoro-C6-12-alkyl) derivs., aluminum salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93080-00-3,,,93080-00-3,,,"Arsonic acid, tin salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93165-19-6,,,93165-19-6,296-903-4,,"Distillates (petroleum), C<sub>6</sub>-rich|Low boiling point naphtha - unspecified|[A complex combination of hydrocarbons obtained from the distillation of a petroleum feedstock. It consists predominantly of hydrocarbons having carbon numbers of C<sub>5",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93165-26-5,,,93165-26-5,296-911-8,,"Fatty acids, C14-26, lead salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93165-55-0,,,93165-55-0,296-942-7,,"Naphtha (petroleum), light steam-cracked, hydrogenated|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons produced from the separation and subsequent hydrogenation of the products of a steam-cracking process to produce ethyl",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93215-61-3,,,93215-61-3,,,"Chromic acid (H2CrO4), lead(2+) sodium salt (2:1:2)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93571-75-6,,,93571-75-6,297-401-8,,"Aromatic hydrocarbons, C<sub>7-12</sub>, C<sub>8</sub>-rich|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly of aromatic hydrocarbons ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93572-29-3,,,93572-29-3,297-458-9,,"Gasoline, C<sub>5-11</sub>, high-octane stabilised reformed|Low boiling point cat-reformed naphtha|[A complex high octane combination of hydrocarbons obtained by the catalytic dehydrogenation of a predominantly naphthenic naphtha. It consists predominant",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93572-35-1,,,93572-35-1,297-465-7,,"Hydrocarbons, C<sub>7-12</sub>, C<sub>≥9</sub>-arom.-rich, reforming heavy fraction|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly o",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93572-36-2,,,93572-36-2,297-466-2,,"Hydrocarbons, C<sub>5-11</sub>, nonaroms.-rich, reforming light fraction|Low boiling point cat-reformed naphtha|[A complex combination of hydrocarbons obtained by separation from the platformate-containing fraction. It consists predominantly of nonaromat",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93572-43-1,,,93572-43-1,297-474-6,,"Lubricating oils (petroleum), base oils, paraffinic|Baseoil - unspecified|[A complex combination of hydrocarbons obtained by refining of crude oil. It consists predominantly of aromatics, naphthenics and paraffinics and produces a finished oil with a visc",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93573-14-9,,,93573-14-9,297-548-8,,"Nickel, C5-23-branched carboxylate C4-10-fatty acids naphthenate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93573-15-0,,,93573-15-0,297-549-3,,"Nickel, C4-10 fatty acids naphthenate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93573-16-1,,,93573-16-1,297-550-9,,"Nickel, C4-10 fatty acids octanoate complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93573-17-2,,,93573-17-2,297-551-4,,"Nickel, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, chlorosulfonyl derivs., reaction products with 2-[(4-aminophenyl)sulfonyl]ethyl hydrogen sulfate monosodium salt, potassium sodium salts, compds. with pyridine",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93686-40-9,,,93686-40-9,297-692-1,,"Nonanoic acid, branched, cadmium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93762-59-5,,,93762-59-5,297-774-7,,"Nickel, C5-23-branched carboxylate C4-10 fatty acids complexes",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93763-10-1,,,93763-10-1,297-827-4,,"Extracts (petroleum), heavy naphthenic distillate solvent, hydrodesulfurized|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained from a petroleum stock by treating with hydrogen to convert organic sulfur to hydrogen sulfi",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93763-11-2,,,93763-11-2,297-829-5,,"Extracts (petroleum), solvent-dewaxed heavy paraffinic distillate solvent, hydrodesulfurized|Distillate aromatic extract (treated)|[A complex combination of hydrocarbons obtained from a solvent dewaxed petroleum stock by treating with hydrogen to convert ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93763-33-8,,,93763-33-8,297-852-0,,"Hydrocarbons, C<sub>6-11</sub>, hydrotreated, dearomatized|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93763-34-9,,,93763-34-9,297-853-6,,"Hydrocarbons, C<sub>9-12</sub>, hydrotreated, dearomatized|Low boiling point hydrogen treated naphtha|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93763-38-3,,,93763-38-3,297-857-8,,"Hydrocarbons, hydrocracked paraffinic distn. residues, solvent-dewaxed|Baseoil - unspecified",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93763-85-0,,,93763-85-0,297-905-8,,"Residues (petroleum), steam-cracked heat-soaked naphtha|Cracked gasoil|[A complex combination of hydrocarbons obtained as residue from the distillation of steam cracked heat soaked naphtha and boiling in the range of approximately 150 °C to 350 °C (302 °F",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93763-87-2,,,93763-87-2,297-907-9,,"Slags, lead-zinc smelting",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93776-00-2,,,93776-00-2,297-925-7,,"1,1'-[oxybis[(1-methylethylene)oxy]]bis[4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-pentacosafluoropentadecan-2-ol]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93821-38-6,,,93821-38-6,298-725-2,,"Extract residues (coal), benzole fraction acid|Light Oil Extract Residues, low boiling|[An acid sludge by-product of the sulfuric acid refining of crude high temperature coal. Composed primarily of sulfuric acid and organic compounds.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93821-47-7,,,93821-47-7,298-735-7,,"Flue gases, lead-zinc blast furnace",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93821-66-0,,,93821-66-0,298-754-0,,"Residual oils (petroleum)|Heavy Fuel oil|[A complex combination of hydrocarbons, sulfur compounds and metal-containing organic compounds obtained as the residue from refinery fractionation cracking processes. It produces a finished oil with a viscosity ab",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93821-70-6,,,93821-70-6,298-758-2,,"Slimes and Sludges, lead-zinc blast furnace, offgas wet cleaning",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93821-72-8,,,93821-72-8,298-759-8,,"Speiss, lead-zinc",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93891-86-2,,,93891-86-2,299-467-3,,"Nickelate(6-), [4-[[5-[[(3,6-dichloro-4-pyridazinyl)carbonyl]amino]-2-sulfophenyl]azo]-4,5-dihydro-5-oxo-1-[2-sulfo-5-[[(trisulfo-29H,31H-phthalocyaninyl)sulfonyl]amino]phenyl]-1H-pyrazole-3-carboxylato(8-)-N29,N30,N31,N32]-, hexasodium",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93924-31-3,,,93924-31-3,300-225-7,,"Foots oil (petroleum), acid-treated|[A complex combination of hydrocarbons obtained by treatment of Foot's oil with sulfuric acid. It consists predominantly of branched-chain hydrocarbons with carbon numbers predominantly in the range of C<sub>20</sub> th",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93924-32-4,,,93924-32-4,300-226-2,,"Foots oil (petroleum), clay-treated|[A complex combination of hydrocarbons obtained by treatment of Foot's oil with natural or modified clay in either a contacting or percolation process to remove the trace amounts of polar compounds and impurities presen",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93924-33-5,,,93924-33-5,300-227-8,,"Gas oils, paraffinic|Gasoil - unspecified|[A distillate obtained from the redistillation of a complex combination of hydrocarbons obtained by the distillation of the effluents from a severe catalytic hydrotreatment of paraffins. It boils in the range of a",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93924-61-9,,,93924-61-9,300-257-1,,"Hydrocarbons, C<sub>20-50</sub>, residual oil hydrogenation vacuum distillate|Baseoil - unspecified",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93925-00-9,,,93925-00-9,300-298-5,,"Formaldehyde, reaction products with branched and linear heptylphenol, carbon disulfide and hydrazine",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93925-27-0,,,93925-27-0,300-328-7,,"Phosphoric acid, mixed Bu and hexyl diesters, lead(2+) salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
93939-76-5,,,93939-76-5,300-365-9,,"Tetrasodium [[[(3-amino-4-sulphophenyl)amino]sulphonyl]-29H,31H-phthalocyaninetrisulphonato(6-)-N29,N30,N31,N32]nickelate(4-)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-03-1,,,94114-03-1,302-639-3,,"Gasoline, pyrolysis, hydrogenated|Low boiling point naphtha-unspecified|[A distillation fraction from the hydrogenation of pyrolysis gasoline boiling in the range of approximately 20°C to 200°C (68°F to 392°F).]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-13-3,,,94114-13-3,302-650-3,,"Pitch, coal tar, high-temp., secondary|Pitch Redistillate|[The residue obtained during the distillation of high boiling fractions from bituminous coal high temperature tar and/or pitch coke oil, with a softening point of 140 °C to 170 °C (284 °F to 392 °F",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-29-1,,,94114-29-1,302-662-9,,"Tar acids, brown-coal, C<sub>2</sub>-alkylphenol fraction|Distillate Phenols|[The distillate from the acidification of alkaline washed lignite tar distillate boiling in the range of approximately 200°C to 230°C (392°F to 446°F). Composed primarily of <i>",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-40-6,,,94114-40-6,302-674-4,,"Tar oils, brown-coal|Light Oil|[The distillate from lignite tar boiling in the range of approximately 80°C to 250°C (176°F to 482°F). Composed primarily of aliphatic and aromatic hydrocarbons and monobasic phenols.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-46-2,,,94114-46-2,302-681-2,,"Residues (coal), liq. solvent extn.|[A cohesive powder composed of coal mineral matter and undissolved coal remaining after extraction of coal by a liquid solvent.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-47-3,,,94114-47-3,302-682-8,,"Coal liquids, liq. solvent extn. soln.|[The product obtained by filtration of coal mineral matter and undissolved coal from coal extract solution produced by digesting coal in a liquid solvent. A black, viscous, highly complex liquid combination composed ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-48-4,,,94114-48-4,302-683-3,,"Coal liquids, liq. solvent extn.|[The substantially solvent-free product obtained by the distillation of the solvent from filtered coal extract solution produced by digesting coal in a liquid solvent. A black semi-solid, composed primarily of a complex co",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-52-0,,,94114-52-0,302-688-0,,"Distillates (coal), liq. solvent extn., primary|[The liquid product of condensation of vapors emitted during the digestion of coal in a liquid solvent and boiling in the range of approximately 30°C to 300°C (86°F to 572°F). Composed primarily of partly h",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-53-1,,,94114-53-1,302-689-6,,"Distillates (coal), solvent extn., hydrocracked|[Distillate obtained by hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 30°C to 300°C (",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-54-2,,,94114-54-2,302-690-1,,"Naphtha (coal), solvent extn., hydrocracked|[Fraction of the distillate obtained by hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 30°",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-55-3,,,94114-55-3,302-691-7,,"Gasoline, coal solvent extn., hydrocracked naphtha|[Motor fuel produced by the reforming of the refined naphtha fraction of the products of hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-56-4,,,94114-56-4,302-692-2,,"Distillates (coal), solvent extn., hydrocracked middle|[Distillate obtained from the hydrocracking of coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and boiling in the range of approximately 18",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
94114-57-5,,,94114-57-5,302-693-8,,"Distillates (coal), solvent extn., hydrocracked hydrogenated middle|[Distillate from the hydrogenation of hydrocracked middle distillate from coal extract or solution produced by the liquid solvent extraction or supercritical gas extraction processes and ",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
