uri,prefLabel,prefLabel_en,casNumber,ecNumber,altLabel,altLabel_en,comment,definition,broader,broadMatch,collections,exactMatch,narrowMatch,notation,pubchem,source,theme,topConceptOf,inScheme,belongsTo,validatiestatus
122384-78-5,,,122384-78-5,310-191-5,,"Extract residues (coal), low temp. coal atar alk.|[The residue from low temperature coal tar oils after an alkaline wash, such as aqueous sodium hydroxide, to remove crude coal tar acids. Composed primarily of hydrocarbons and aromatic nitrogen bases.]",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12255-10-6,,,12255-10-6,,,Nickel arsenide sulfide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12255-53-7,,,12255-53-7,235-509-9,,Tricalcium diarsenide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12256-04-1,,,12256-04-1,,,Cobalt arsenide (CoAs3),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
123116-17-6,,,123116-17-6,,,"Isooctanoic acid, pentadecafluoro-|Isooctanoic acid, pentadecafluoro-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12344-40-0,,,12344-40-0,235-601-9,,Mercury silver iodide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12359-17-0,,,12359-17-0,,,Nickel oxide (Ni2O),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12380-95-9,,,12380-95-9,,,Tricadmium dinitride,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12397-06-7,,,12397-06-7,,,"Lead oxide sulfate (Pb4O3(SO4)), monohydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12397-66-9,,,12397-66-9,,,Tin arsenide (Sn4As3),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12414-94-7,,,12414-94-7,,,"Arsenopyrite, cobaltoan",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
125022-34-6,,,125022-34-6,,,"Borate(2-), tetrahydroxybis[μ-(peroxy-κO1:κO2)]di-, sodium, hydrate (1:2:6)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12523-20-5,,,12523-20-5,,,"Arsenous acid, antimony(3+) salt (1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
125328-29-2,,,125328-29-2,,,"2-Propenoic acid, 2-methyl-, C10-16-alkyl esters, polymers with 2-hydroxyethylmethacrylate, Me methacrylate and perfluoro-C8-14-alkyl acrylate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
125328-49-6,,,125328-49-6,,,"Fatty acids, C4-20-branched, lead salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
125494-56-6,,,125494-56-6,,,"Lead, C9-28-neocarboxylate 2-ethylhexanoate complexes, basic",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12565-18-3,,,12565-18-3,,,"Ferrate (2-), [N,N-bis[2-(bis(carboxymethyl)amino)ethyl]glycinato (5-)]-, disodium",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
125687-98-1,,,125687-98-1,,,"Chlorous acid, cadmium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12608-25-2,,,12608-25-2,,,Basic lead sulfite,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12619-90-8,,,12619-90-8,235-723-2,,nickel boride,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12656-57-4,,,12656-57-4,235-758-3,,Cadmium sulfoselenide orange,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12676-62-9,,,12676-62-9,,,"Boric acid, lead salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
127087-87-0,,,127087-87-0,,,"4-Nonylphenol, branched, ethoxylated",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12710-36-0,,,12710-36-0,640-090-4,,Nickel carbide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
12765-51-4,,,12765-51-4,235-803-7,,Lead oxide sulfate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
127795-79-3,,,127795-79-3,,,"Arsenic acid (H3AsO4), ammonium salt (2:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
128226-81-3,,,128226-81-3,,,"Ethanedioic acid, lead(2+) salt (1:1), trihydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
129783-45-5,,,129783-45-5,,,"2-Propenoic acid, 2-methyl-, C10-16-alkyl esters, polymers with 2-hydroxyethyl methacrylate, Me methacrylate and γ-ω-perfluoro-C8-14-alkyl acrylate|2-Propenoic acid, 2-methyl-, C10-16-alkyl esters, polymers with 2-hydroxyethyl methacrylate, Me methacrylat",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1300-34-1,,,1300-34-1,,,"Mercury, hydroxy(hydroxynitrophenyl)-, monosodium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1303-22-6,,,1303-22-6,,,Rammelsbergite (NiAs2),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1309-32-6,,,1309-32-6,,,Cryptohalite,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1310-03-8,,,1310-03-8,677-594-9,,Lead hexafluoro-silicate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1310-88-9,,,1310-88-9,215-187-6,,Dimercury amidatenitrate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
131866-99-4,,,131866-99-4,603-528-5,,"Nickel, [29H,31H-phthalocyaninato(2-)-[?]N29,[?]N30,[?]N31,[?]N32]-, sulfo [[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]amino]sulfonyl derivs., sodium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1319-86-4,,,1319-86-4,,,"Mercury, (acetato-kappaO)(3-(chloromethoxy-kappaO)propyl-kappaC)-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13222-52-1,,,13222-52-1,,,"Acetophenone, hydrazone, compd. with mercury chloride (HgCl2) (1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1334-75-4,,,1334-75-4,,,"Mercury, chloropyridinyl-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1334-77-6,,,1334-77-6,,,"Mercury, (acetato)pyridyl- (8CI)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1336-96-5,,,1336-96-5,215-651-8,,"Naphthenic acids, mercury salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
133988-90-6,,,133988-90-6,,,"2-Propanesulfonic acid, 1-hydroxy-, lead salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13453-57-1,,,13453-57-1,,,Lead dichlorite,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13464-28-3,,,13464-28-3,,,"phosphoric acid, mercury(2+) salt (2:3)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13464-31-8,,,13464-31-8,,,"Arsenic acid (H3AsO4), copper(2+) salt (1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13464-39-6,,,13464-39-6,,,"Arsenic acid, calcium salt (1:2)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
134737-17-0,,,134737-17-0,603-857-4,,"Nickel, [29H,31H-phthalocyaninato(2-)-[?]N29,[?]N30,[?]N31,[?]N32]-, [[3-[(5-chloro-6-fluoro-4-pyrimidinyl)amino]phenyl]amino]sulfonyl sulfo derivs., sodium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13477-22-0,,,13477-22-0,,,"Sulfuric acid, cadmium salt (1:1), heptahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13510-31-1,,,13510-31-1,,,Boron arsenate,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13510-72-0,,,13510-72-0,,,"Zinc arsenate, octahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13510-96-8,,,13510-96-8,,,"Chloric acid, lead(2+) salt, monohydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13517-20-9,,,13517-20-9,,,"Perboric acid (H3BO2(O2)), monosodium salt, trihydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13566-22-8,,,13566-22-8,236-969-3,,Diammonium manganese bis(sulphate),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
135742-32-4,,,135742-32-4,,,"Fatty acids, C6-12, cadmium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
136543-49-2,,,136543-49-2,,,Cadmium selenide (Cd0.95Se),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
136543-50-5,,,136543-50-5,,,Cadmium selenide (Cd0.98Se),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
136543-51-6,,,136543-51-6,,,Cadmium selenide (CdSe0.97),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1372804-76-6,,,1372804-76-6,,,"Alkanes, C14-16, chloro",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13766-44-4,,,13766-44-4,,,"Sulfuric acid, mercury salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13778-29-5,,,13778-29-5,,,"Nitric acid, nickel(2+) salt, hydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
13845-31-3,,,13845-31-3,,,"Chromic acid (H2CrO4), lead(2+) potassium salt (2:1:2)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14168-76-4,,,14168-76-4,,,"Sulfuric acid, nickel(2+) salt (1:1), monohydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14184-47-5,,,14184-47-5,,,Cadmium iodide (CdI),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14376-09-1,,,14376-09-1,,,"Mercury, diamminedichloro-, (T-4)-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
144031-01-6,,,144031-01-6,,,"2-Propenoic acid, dodecyl ester, polymers with Bu (1-oxo-2-propenyl)carbamate and γ-ω-perfluoro-C8-14-alkyl acrylate|2-Propenoic acid, dodecyl ester, polymers with Bu (1-oxo-2-propenyl)carbamate and γ-ω-perfluoro-C8-14-alkyl acrylate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14429-85-7,,,14429-85-7,,,Cadmium trichloride monopotassium,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14448-69-2,,,14448-69-2,,,"Octadecanoic acid, nickel salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14459-36-0,,,14459-36-0,,,MERCURY (2) SELENITE,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14570-16-2,,,14570-16-2,,,"Plumbylium, trimethyl-",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1471311-26-8,,,1471311-26-8,,,"Reaction product of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and phenol, heptyl derivs.",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14725-69-0,,,14725-69-0,,,"Sulfuric acid, aluminum ammonium salt (2:1:1), tetracosahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
148240-85-1,,,148240-85-1,,,"1,3-Propanediol, 2,2-bis[[(γ-ω-perfluoro-C4–10-alkyl)thio]methyl] derivatives, phosphates, ammonium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
148240-87-3,,,148240-87-3,,,"1,3-Propanediol, 2,2-bis[[(γ-ω-perfluoro-C6–12-alkyl)thio]methyl] derivatives, phosphates, ammonium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
148240-89-5,,,148240-89-5,,,"1,3-Propanediol, 2,2-bis[[(γ-ω-perfluoro-C10-20-alkyl)thio]methyl] derivs., phosphates, ammonium salts|1,3-Propanediol, 2,2-bis[[(γ-ω-perfluoro-C10-20-alkyl)thio]methyl] derivs., phosphates, ammonium salts",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
148434-03-1,,,148434-03-1,405-030-1,,hydrazine bis(3-carboxy-4-hydroxybenzensulfonate),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
148732-74-5,,,148732-74-5,410-160-7,,"Tetrasodium (c-(3-(1-(3-(e-6-dichloro-5-cyanopyrimidin-f-yl(methyl)amino)propyl)-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridylazo)-4-sulfonatophenylsulfamoyl)phthalocyanine-a,b,d-trisulfonato(6-))nickelato II, where a is 1 or 2 or 3 or 4,b is 8 or 9 or 1",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14890-53-0,,,14890-53-0,,,"boric acid (H3BO3), sodium salt (1:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
14931-82-9,,,14931-82-9,,,Lead and Lead compounds (as Pb),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15099-34-0,,,15099-34-0,,,"Nitric acid, nickel(3+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
151436-99-6,,,151436-99-6,417-250-5,,"Hexasodium (di-[N-(3-(4-[5-(5-amino-3-methyl-1-phenylpyrazol-4-yl-azo)-2,4-disulfo-anilino]-6-chloro-1,3,5-triazin-2-ylamino)phenyl)-sulfamoyl](di-sulfo)-phthalocyaninato)nickel",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15276-40-1,,,15276-40-1,,,Cadmium potassium hexachloride,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
153679-91-5,,,153679-91-5,,,Lead strontium titanium zirconium oxide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15384-08-4,,,15384-08-4,,,"bromic acid, mercury(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15516-84-4,,,15516-84-4,,,"Benzoic acid, 4-methyl-, lead(4+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15682-88-9,,,15682-88-9,239-766-8,,Disodium tetra(cyano-C)mercurate(2-),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15739-82-9,,,15739-82-9,,,"Heptanoic acid, 2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)-, chromium salt (1:x)|Heptanoic acid, 2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)-, chromium salt (1:x)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15773-48-5,,,15773-48-5,,,"Acetic acid, lead(2+) salt, monohydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
15843-48-8,,,15843-48-8,,,"Ethanedioic acid, lead salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
16142-89-5,,,16142-89-5,,,thallium arsenic selenide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
16150-61-1,,,16150-61-1,,,"Tungstate(2-), dioxodithioxo-, diammonium (9CI)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
16180-04-4,,,16180-04-4,,,"Phosphoric acid, lead(2+) salt (2:1)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1623456-05-2,,,1623456-05-2,,,"Siloxanes and Silicones, 3-[(2-aminoethyl)amino]propyl Me, di-Me, reaction products with cadmium zinc selenide sulfide, lauric acid and oleylamine",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
164170-84-7,,,164170-84-7,,,"Arsenic acid (H3AsO4), monopotassium salt, 1/5hydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
16456-84-1,,,16456-84-1,,,"Nitric acid, nickel(2+) salt, tetrahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
16593-57-0,,,16593-57-0,,,Cadmium bromide rubidium,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
17030-82-9,,,17030-82-9,,,"Carbonic acid, nickel(2+) salt (1:1), hexahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
17033-07-7,,,17033-07-7,,,"Octadecanoic acid, barium cadmium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
17068-86-9,,,17068-86-9,,,Calcium arsenate fluoride,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
17329-48-5,,,17329-48-5,,,UNDECANSAEURE-CD-SALZ,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
17522-78-0,,,17522-78-0,,,Arsenic chloride (AsCl),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1773514-66-1,,,1773514-66-1,,,"Phosphonic acid, P-tetradecyl-, reaction products with cadmium selenide (CdSe)",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1773514-92-3,,,1773514-92-3,,,"Dodecanoic acid, reaction products with cadmium zinc selenide sulfide and oleylamine",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1801269-77-1,,,1801269-77-1,701-107-1,,"phenol, 3-dodecyl-, branched",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1801269-80-6,,,1801269-80-6,701-105-0,,"phenol, 2-dodecyl-, branched",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
183146-60-3,,,183146-60-3,,,"Oxirane, methyl-, polymer with oxirane, mono[2-hydroxy-3-[( γ-ω-perfluoro-C8-20-alkyl)thio]propyl] ethers",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
18532-52-0,,,18532-52-0,,,Ammonium cadmium chloride (Ammonium cadmium trichloride),,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
18532-58-6,,,18532-58-6,,,Cadmium chloride rubidium,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
18534-07-1,,,18534-07-1,,,"Nitric acid, nickel(2+) salt, octahydrate",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
18608-34-9,,,18608-34-9,,,"1,2-Benzenedicarboxylic acid, lead(2+) salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1926976-90-0,,,1926976-90-0,,,reaction products of (Z)-octadeca-9-enoic acid and zinc selenide and cadmium selenide and zinc sulfide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
1949-07-01,,,1949-07-01,,,dicroden,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
198831-12-8,,,198831-12-8,,,Aluminiummagnesiumnickelsiliziumoxide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
198840-65-2,,,198840-65-2,,,"Tetradecane, chloro derivs.",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
199876-46-5,,,199876-46-5,431-780-4,,barium calcium cesium lead samarium strontium bromide chloride fluoride iodide europium doped,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
20571-45-3,,,20571-45-3,,,"Boric acid (HBO2), cadmium salt",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
207803-51-8,,,207803-51-8,,,Aluminum boron cobalt lithium nickel oxide,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
21360-94-1,,,21360-94-1,,,Cadmium sodium tetrachloride,,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
2156592-54-8,,,2156592-54-8,701-118-1,,"6-[(C10-C13)-alkyl-(branched, unsaturated)-2,5-dioxopyrrolidin-1-yl]hexanoic acid",,,,,,,,,,zorgwekkende_stof:zorgwekkende_stof,,conceptscheme:sommatie_stoffen,conceptscheme:sommatie_stoffen,,
